name,Tel,region,address,class,longitude,latitude,name_pinyin,address_pinyin,region_pinyin
龙腾文化广场,,后沙峪,裕民大街38号1号楼,Park/Square,116.541046,40.102383,long teng wen hua guang chang,yu min da jie 38 hao 1 hao lou,hou sha yu
玉东园,88857654,颐和园,金河路颐和园西门路和金河的交叉口附近,City Park,116.257439,39.991333,yu dong yuan,jin he lu yi he yuan xi men lu he jin he de jiao cha kou fu jin,yi he yuan
丹青圃公园,,四季青,门头馨园路与门头馨东街交叉口东南280米,City Park,116.227074,39.975323,dan qing pu gong yuan,men tou xin yuan lu yu men tou xin dong jie jiao cha kou dong nan 280 mi,si ji qing
中国科学院学术会堂,59358118,中关村,中关村北一条15号,Other Attractions/Side Trip,116.322639,39.988171,zhong guo ke xue yuan xue zhu hui tang,zhong guan cun bei yi tiao 15 hao,zhong guan cun
白盒子之家WHITEBOX CHOICE,59784800,酒仙桥,酒仙桥路2号798艺术区B07号,Exhibition Centre,116.496613,39.986431,bai he zi zhi jia W H I T E B O X   C H O I C E,jiu xian qiao lu 2 hao 798 yi zhu qu B 07 hao,jiu xian qiao
神舟国旅,83545127,右安门,白纸坊东街1号楼3单元1层,Travel Agency,116.373022,39.878782,shen zhou guo lv,bai zhi fang dong jie 1 hao lou 3 dan yuan 1 ceng,you an men
中青旅遨游网,89192101,朝阳公园/团结湖,呼家楼向军北里6号楼汇鑫写字楼1层102室,Travel Agency,116.461044,39.926033,zhong qing lv ao you wang,hu jia lou xiang jun bei li 6 hao lou hui xin xie zi lou 1 ceng 102 shi,zhao yang gong yuan / tuan jie hu
北京青年Travel Agency,89355311;89355305,良乡,拱辰大街二号,Travel Agency,116.142351,39.741591,bei jing qing nian T r a v e l   A g e n c y,gong chen da jie er hao,liang xiang
望承公园,,望京,望京街道南湖渠西路220号,City Park,116.452019,39.995167,wang cheng gong yuan,wang jing jie dao nan hu qu xi lu 220 hao,wang jing
中商国际Travel Agency,66030202;66036262,西单,复兴门内大街45号(西单地铁站F2西北口步行280米),Travel Agency,116.371475,39.908695,zhong shang guo ji T r a v e l   A g e n c y,fu xing men nei da jie 45 hao ( xi dan di tie zhan F 2 xi bei kou bu xing 280 mi ),xi dan
金色福Travel Agency,51653333,管庄,朝阳路8号朗庭大厦A座822室,Travel Agency,116.598213,39.91116,jin se fu T r a v e l   A g e n c y,zhao yang lu 8 hao lang ting da sha A zuo 822 shi,guan zhuang
西峰寺,68872492,门头沟区,岢罗村西山窝中（近万佛陵园）,Religion,116.078903,39.885471,xi feng si,ke luo cun xi shan wo zhong （ jin wan fo ling yuan ）,men tou gou qu
中驰航服,65921722,三里屯/工体,工体东路15号（近东大桥）,Travel Agency,116.450828,39.929312,zhong chi hang fu,gong ti dong lu 15 hao （ jin dong da qiao ）,san li tun / gong ti
北京青年Travel Agency,83342755;83342766,望京,阜通东大街6号方恒国际中心D座815室,Travel Agency,116.48278,39.99102,bei jing qing nian T r a v e l   A g e n c y,fu tong dong da jie 6 hao fang heng guo ji zhong xin D zuo 815 shi,wang jing
八角文化广场,,古城/八角,八角社区路,Square,116.194733,39.915943,ba jiao wen hua guang chang,ba jiao she qu lu,gu cheng / ba jiao
东升文体公园,,清河,宝盛路（奥林匹克森林公园北园北侧）,City Park,116.375923,40.039799,dong sheng wen ti gong yuan,bao sheng lu （ ao lin pi ke sen lin gong yuan bei yuan bei ce ）,qing he
德青源生态园,,延庆区其他,古龙路,Other Attractions/Side Trip,115.829439,40.477811,de qing yuan sheng tai yuan,gu long lu,yan qing qu qi ta
八达岭古长城,61118002,八达岭,西残路东南侧,Acient Ruins,115.988478,40.344787,ba da ling gu chang cheng,xi can lu dong nan ce,ba da ling
东管头教堂,,六里桥/丽泽桥,东管头街123号,Religion,116.317001,39.861851,dong guan tou jiao tang,dong guan tou jie 123 hao,liu li qiao / li ze qiao
西顶庙,186****3399,远大路,西顶路金源时代购物中心对面,Religion,116.289864,39.960297,xi ding miao,xi ding lu jin yuan shi dai gou wu zhong xin dui mian,yuan da lu
北京金水桥国际Travel Agency有限公司,65133773;138****5770,前门/大栅栏,东交民巷新大陆6号,Travel Agency,116.400916,39.903126,bei jing jin shui qiao guo ji T r a v e l   A g e n c y you xian gong si,dong jiao min xiang xin da lu 6 hao,qian men / da zha lan
京浪岛公园,,门头沟区,龙泉镇三家店后街,City Park,116.095985,39.975674,jing lang dao gong yuan,long quan zhen san jia dian hou jie,men tou gou qu
行宫民俗旅游村,61973617,平谷区,S204与行宫路交叉口东北方向100米,Countryside Tourism,117.001327,40.254617,xing gong min su lv you cun,S 204 yu xing gong lu jiao cha kou dong bei fang xiang 100 mi,ping gu qu
郎园Vintage创意园,51660015,国贸/建外,通惠河北路郎家园6号（近万达广场）,Leisure Block,116.470367,39.906513,lang yuan V i n t a g e chuang yi yuan,tong hui he bei lu lang jia yuan 6 hao （ jin wan da guang chang ）,guo mao / jian wai
瑞桉国际Travel Agency,57168653,十里堡,八里庄西里97号住邦2000商务中心4号楼2106室,Travel Agency,116.49554,39.91461,rui an guo ji T r a v e l   A g e n c y,ba li zhuang xi li 97 hao zhu bang 2000 shang wu zhong xin 4 hao lou 2106 shi,shi li bao
青龙湖公园,83310645,青龙湖镇,王佐镇阅湖中街怪村西,City Park,116.0884,39.79767,qing long hu gong yuan,wang zuo zhen yue hu zhong jie guai cun xi,qing long hu zhen
海洋国际Travel Agency,68339990;68362062,西直门/动物园,西外大街新兴东巷甲15号金泰鑫侨大厦5楼,Travel Agency,116.348936,39.941106,hai yang guo ji T r a v e l   A g e n c y,xi wai da jie xin xing dong xiang jia 15 hao jin tai xin qiao da sha 5 lou,xi zhi men / dong wu yuan
凯撒旅游,67082198,崇文门,东打磨厂街34号新怡家园1号楼1层底商,Travel Agency,116.415174,39.899214,kai sa lv you,dong da mo chang jie 34 hao xin yi jia yuan 1 hao lou 1 ceng di shang,chong wen men
财主院,69816982;137****2312,爨底下村,斋堂镇爨柏景区爨底下村内,Historical Building,115.644264,39.99828,cai zhu yuan,zhai tang zhen cuan bai jing qu cuan di xia cun nei,cuan di xia cun
中天瀚海农业观光园,60673064,怀柔区,前辛庄村南口100米,Botanical Garden,116.568099,40.316119,zhong tian han hai nong ye guan guang yuan,qian xin zhuang cun nan kou 100 mi,huai rou qu
林枫花园,,草桥/公益西桥,地铁公益西桥站东侧,City Park,116.372093,39.835335,lin feng hua yuan,di tie gong yi xi qiao zhan dong ce,cao qiao / gong yi xi qiao
景泰公园,,沙子口,永定门外大街与民主北街交叉口东北角,City Park,116.401749,39.869236,jing tai gong yuan,yong ding men wai da jie yu min zhu bei jie jiao cha kou dong bei jiao,sha zi kou
北京公社,,酒仙桥,酒仙桥路4号798艺术区,Art Gallery,116.495865,39.982418,bei jing gong she,jiu xian qiao lu 4 hao 798 yi zhu qu,jiu xian qiao
站台中国,57626068,酒仙桥,酒仙桥路2号798艺术区中二街D07号,Art Gallery,116.495605,39.986061,zhan tai zhong guo,jiu xian qiao lu 2 hao 798 yi zhu qu zhong er jie D 07 hao,jiu xian qiao
大兴滨河森林公园,61210476,黄村,兴良路与天水大街交叉口北侧,City Park,116.313058,39.705364,da xing bin he sen lin gong yuan,xing liang lu yu tian shui da jie jiao cha kou bei ce,huang cun
凯撒旅游,139****1118,十里堡,朝阳北路珠江罗马嘉园东区53号楼107号,Travel Agency,116.51518,39.92344,kai sa lv you,zhao yang bei lu zhu jiang luo ma jia yuan dong qu 53 hao lou 107 hao,shi li bao
北京青年Travel Agency,87789401;87789401,建外大街,建国门外大街12号外贸大楼516室,Travel Agency,116.450325,39.907875,bei jing qing nian T r a v e l   A g e n c y,jian guo men wai da jie 12 hao wai mao da lou 516 shi,jian wai da jie
华远旅游,59138262,东大桥,朝阳北路237号复星国际中心,Travel Agency,116.455574,39.924133,hua yuan lv you,zhao yang bei lu 237 hao fu xing guo ji zhong xin,dong da qiao
爱嘉途旅游,84814116,天通苑,立汤路186号龙德广场家乐福1层,Travel Agency,116.414925,40.059368,ai jia tu lv you,li tang lu 186 hao long de guang chang jia le fu 1 ceng,tian tong yuan
燕山飞拉达,61622078,幽谷神潭,怀北镇上黄土梁48号,Other Attractions/Side Trip,116.675926,40.541458,yan shan fei la da,huai bei zhen shang huang tu liang 48 hao,you gu shen tan
京北大峡谷,138****5565,延庆区其他,水泉沟村北口,Natural Scenery,116.244568,40.430107,jing bei da xia gu,shui quan gou cun bei kou,yan qing qu qi ta
长城抗战纪念馆,81051801,古北口,京密路西100米,Memorial Hall,117.161644,40.681213,chang cheng kang zhan ji nian guan,jing mi lu xi 100 mi,gu bei kou
曙光防灾教育公园,88843101,远大路,紫竹院路正福寺76号（四季青桥东）,Cultural Park,116.282042,39.947521,shu guang fang zai jiao yu gong yuan,zi zhu yuan lu zheng fu si 76 hao （ si ji qing qiao dong ）,yuan da lu
杜仲公园,85367196,双桥,312路669路夜29路312号-23路联运,City Park,116.569321,39.893021,du zhong gong yuan,312 lu 669 lu ye 29 lu 312 hao - 23 lu lian yun,shuang qiao
中旅体育Travel Agency,68948259,魏公村,中关村南大街甲10号银海大厦,Travel Agency,116.32332,39.9636,zhong lv ti yu T r a v e l   A g e n c y,zhong guan cun nan da jie jia 10 hao yin hai da sha,wei gong cun
香屯,159****4134,延庆区其他,香屯村(近十三陵),Other Attractions/Side Trip,116.277573,40.406322,xiang tun,xiang tun cun ( jin shi san ling ),yan qing qu qi ta
红螺果脯博物馆,60693569,怀柔区,庙城镇郑重庄631号,Museum,116.619331,40.287151,hong luo guo fu bo wu guan,miao cheng zhen zheng zhong zhuang 631 hao,huai rou qu
枣林公园,,黄村,兴丰大街玫瑰城购物中心南侧,City Park,116.33651,39.752064,zao lin gong yuan,xing feng da jie mei gui cheng gou wu zhong xin nan ce,huang cun
中国国旅,51289662,亮马桥/三元桥,霄云路21号嘉里大通中心,Travel Agency,116.465376,39.959886,zhong guo guo lv,xiao yun lu 21 hao jia li da tong zhong xin,liang ma qiao / san yuan qiao
玫瑰园,,德外大街,德胜门外大街马甸公园对面（近马甸桥）,Botanical Garden,116.38192,39.970352,mei gui yuan,de sheng men wai da jie ma dian gong yuan dui mian （ jin ma dian qiao ）,de wai da jie
XYZ画廊,84599299,798/大山子,酒仙桥路4号798艺术区内（熊猫慢递对面）,Exhibition Centre,116.495369,39.985714,X Y Z hua lang,jiu xian qiao lu 4 hao 798 yi zhu qu nei （ xiong mao man di dui mian ）,798 / da shan zi
798桥艺术空间,188****1798,798/大山子,酒仙桥路创意产业研究院旁79号,Exhibition Centre,116.495743,39.984375,7 9 8 qiao yi zhu kong jian,jiu xian qiao lu chuang yi chan ye yan jiu yuan pang 79 hao,798 / da shan zi
永定河文化博物馆,69844602-2008;69839148,门头沟城区,门头沟路8号,Museum,116.09639,39.943008,yong ding he wen hua bo wu guan,men tou gou lu 8 hao,men tou gou cheng qu
滴水湖,,密云区其他,大城子镇,Natural Scenery,117.195297,40.456795,di shui hu,da cheng zi zhen,mi yun qu qi ta
北京青年Travel Agency,62163715,北下关,学院南路76号,Travel Agency,116.330238,39.957489,bei jing qing nian T r a v e l   A g e n c y,xue yuan nan lu 76 hao,bei xia guan
爱嘉途旅游,63264044,广外大街,马连道家乐福超市二层（马连道茶叶一条街）,Travel Agency,116.326141,39.882351,ai jia tu lv you,ma lian dao jia le fu chao shi er ceng （ ma lian dao cha ye yi tiao jie ）,guang wai da jie
湖南会馆,,菜市口/陶然亭,烂缦胡同101号,Historical Building,116.371979,39.885738,hu nan hui guan,lan man hu tong 101 hao,cai shi kou / tao ran ting
兴旺公园,,黄村,三合路与兴旺路交叉口南150米,City Park,116.313828,39.741264,xing wang gong yuan,san he lu yu xing wang lu jiao cha kou nan 150 mi,huang cun
长辛店二七公园,83876262,卢沟桥,西花园南里甲1号,City Park,116.206566,39.83189,chang xin dian er qi gong yuan,xi hua yuan nan li jia 1 hao,lu gou qiao
金面王朝,67383333-8004,北京欢乐谷,金蝉西路华侨城大剧院内（近欢乐谷）,Tours/Sightseeing Project,116.49839,39.867245,jin mian wang zhao,jin chan xi lu hua qiao cheng da ju yuan nei （ jin huan le gu ）,bei jing huan le gu
兴华公园,,西红门,欣宁街北口（近京良路）,Park/Square,116.329163,39.795967,xing hua gong yuan,xin ning jie bei kou （ jin jing liang lu ）,xi hong men
万科艺园,69456680,顺义区,白马路与天北路交叉口西800米路北,Other Attractions/Side Trip,116.522321,40.18336,wan ke yi yuan,bai ma lu yu tian bei lu jiao cha kou xi 800 mi lu bei,shun yi qu
天桥市民文化广场,,虎坊桥,天桥南大街7号（天桥地铁站A西北口旁）,Square,116.397728,39.883186,tian qiao shi min wen hua guang chang,tian qiao nan da jie 7 hao （ tian qiao di tie zhan A xi bei kou pang ）,hu fang qiao
西太平猴山,61347873,霞云岭国家森林公园,房山世界地质公园十渡园区七渡村七渡花果山景区内,Natural Scenery,115.57711,39.731216,xi tai ping hou shan,fang shan shi jie di zhi gong yuan shi du yuan qu qi du cun qi du hua guo shan jing qu nei,xia yun ling guo jia sen lin gong yuan
亚泰假日园Travel Agency,67135151,崇文门,葱店西街27号,Travel Agency,116.423103,39.889565,ya tai jia ri yuan T r a v e l   A g e n c y,cong dian xi jie 27 hao,chong wen men
临汾会馆,,前门/大栅栏,西打磨厂胡同105号,Historical Building,116.406425,39.898979,lin fen hui guan,xi da mo chang hu tong 105 hao,qian men / da zha lan
高鑫公园,,丰台区,樊羊路（近世界公园）,City Park,116.298309,39.797821,gao xin gong yuan,fan yang lu （ jin shi jie gong yuan ）,feng tai qu
坦博艺术中心,,田村,杏石口路30号,Art Gallery,116.251907,39.945717,tan bo yi zhu zhong xin,xing shi kou lu 30 hao,tian cun
中国国际Travel Agency,68058758;68059038,阜成门,阜成门外大街北京国宾酒店,Travel Agency,116.350624,39.924244,zhong guo guo ji T r a v e l   A g e n c y,fu cheng men wai da jie bei jing guo bin jiu dian,fu cheng men
中间美术馆,62730230,四季青,杏石口路50号中间艺术区内（近杏石口桥）,Art Gallery,116.231071,39.954102,zhong jian mei zhu guan,xing shi kou lu 50 hao zhong jian yi zhu qu nei （ jin xing shi kou qiao ）,si ji qing
金盛强世界花卉创意园,52105821,通州区,台湖镇国家大剧院舞美基地北门对面（小台湖饭庄）,Creative Industry Center,116.632308,39.841645,jin sheng qiang shi jie hua hui chuang yi yuan,tai hu zhen guo jia da ju yuan wu mei ji di bei men dui mian （ xiao tai hu fan zhuang ）,tong zhou qu
大稿国际艺术区,81566003,梨园,梨园地区怡乐中路422号,Creative Industry Center,116.636246,39.876495,da gao guo ji yi zhu qu,li yuan di qu yi le zhong lu 422 hao,li yuan
第四次世界妇女大会纪念公园,69644995,怀柔区,城南石厂环岛处（近916在国际会议中心站）,Memorial Park,116.626298,40.300976,di si ci shi jie fu nv da hui ji nian gong yuan,cheng nan shi chang huan dao chu （ jin 916 zai guo ji hui yi zhong xin zhan ）,huai rou qu
成仁华艺艺术馆,64668777,地安门,地安门东大街111号,Art Gallery,116.398827,39.933678,cheng ren hua yi yi zhu guan,di an men dong da jie 111 hao,di an men
安河桥清真寺,,颐和园,青龙桥西街与香山路交叉口西北100米,Religion,116.266441,40.0056,an he qiao qing zhen si,qing long qiao xi jie yu xiang shan lu jiao cha kou xi bei 100 mi,yi he yuan
清华园火车站遗址,,五道口,成府路路口西南小巷清华园铁路职工宿舍内,Historical Building,116.331772,39.99152,qing hua yuan huo che zhan yi zhi,cheng fu lu lu kou xi nan xiao xiang qing hua yuan tie lu zhi gong su she nei,wu dao kou
中青旅遨游旅行旗舰店,89192050,东直门,东直门南大街5号中青旅大厦1层,Travel Agency,116.432785,39.937786,zhong qing lv ao you lv xing qi jian dian,dong zhi men nan da jie 5 hao zhong qing lv da sha 1 ceng,dong zhi men
憩园,,右安门,马连道14号院(陶然亭地铁站D西南口步行150米),Natural Scenery,116.373482,39.87701,qi yuan,ma lian dao 14 hao yuan ( tao ran ting di tie zhan D xi nan kou bu xing 150 mi ),you an men
天马假期国际Travel Agency,57243237,劲松/潘家园,东三环南路辅路与弘燕南一路交叉口东南方向100米左右,Travel Agency,116.46051,39.865959,tian ma jia qi guo ji T r a v e l   A g e n c y,dong san huan nan lu fu lu yu hong yan nan yi lu jiao cha kou dong nan fang xiang 100 mi zuo you,jing song / pan jia yuan
荷塘月色,,五道口,双清路30号清华大学内,Other Attractions/Side Trip,116.325043,40.004234,he tang yue se,shuang qing lu 30 hao qing hua da xue nei,wu dao kou
凯撒旅游,85827588,石佛营,石佛营西里23号楼1楼（泛海国际对面）,Travel Agency,116.498438,39.934692,kai sa lv you,shi fo ying xi li 23 hao lou 1 lou （ fan hai guo ji dui mian ）,shi fo ying
神玉艺术馆,82088388;82086388,德外大街,北三环中路3号双全大厦4楼,Exhibition Gallery,116.390793,39.96904,shen yu yi zhu guan,bei san huan zhong lu 3 hao shuang quan da sha 4 lou,de wai da jie
承恩寺,68611900,模式口,模式口大街第九中学北门对面（近金顶街）,Religion,116.164917,39.936037,cheng en si,mo shi kou da jie di jiu zhong xue bei men dui mian （ jin jin ding jie ）,mo shi kou
平庄郊野公园,,田村,四季青镇旱河路,City Park,116.241058,39.944458,ping zhuang jiao ye gong yuan,si ji qing zhen han he lu,tian cun
森林国际Travel Agency,4006683030,和平里/国展中心,和平里东街12号中林商务楼4楼,Travel Agency,116.425629,39.957146,sen lin guo ji T r a v e l   A g e n c y,he ping li dong jie 12 hao zhong lin shang wu lou 4 lou,he ping li / guo zhan zhong xin
中华世纪坛,84187900,公主坟/万寿路,羊坊店街道复兴路甲9号,Museum,116.321397,39.910748,zhong hua shi ji tan,yang fang dian jie dao fu xing lu jia 9 hao,gong zhu fen / wan shou lu
北京大学博雅国际会议中心中华厅,82689999;82689998,五道口,中关村北大街127号北大博雅国际酒店内（近北大医院）,Exhibition Centre,116.313309,39.997768,bei jing da xue bo ya guo ji hui yi zhong xin zhong hua ting,zhong guan cun bei da jie 127 hao bei da bo ya guo ji jiu dian nei （ jin bei da yi yuan ）,wu dao kou
元典美术馆,64753932;86275503,望京,广顺北大街利泽西园一区112号楼2层,Art Gallery,116.462997,40.013407,yuan dian mei zhu guan,guang shun bei da jie li ze xi yuan yi qu 112 hao lou 2 ceng,wang jing
南磨房四合院博物馆,,北京欢乐谷,南磨房心连心广场,Museum,116.498924,39.871498,nan mo fang si he yuan bo wu guan,nan mo fang xin lian xin guang chang,bei jing huan le gu
中国国际Travel Agency,68681556,鲁谷,银河大街1号,Travel Agency,116.218644,39.906101,zhong guo guo ji T r a v e l   A g e n c y,yin he da jie 1 hao,lu gu
众信旅游,185****0023,中关村,善缘街1号立方庭大厦1楼1号,Travel Agency,116.308688,39.980368,zhong xin lv you,shan yuan jie 1 hao li fang ting da sha 1 lou 1 hao,zhong guan cun
众信旅游,85584144,亚运村,大屯路慧忠北里408号（安立路地铁站A1西北口步行210米）,Travel Agency,116.404341,40.002871,zhong xin lv you,da tun lu hui zhong bei li 408 hao （ an li lu di tie zhan A 1 xi bei kou bu xing 210 mi ）,ya yun cun
中国园林博物馆,63915025;63915017,云岗,射击场路15号,Museum,116.177152,39.878976,zhong guo yuan lin bo wu guan,she ji chang lu 15 hao,yun gang
北京时间博物馆,64087610,南锣鼓巷/鼓楼东大街,鼓楼东大街298号,Museum,116.396973,39.940338,bei jing shi jian bo wu guan,gu lou dong da jie 298 hao,nan luo gu xiang / gu lou dong da jie
中青旅遨游网,89192083,黄村,兴华大街3号枣园波普中心3号楼东侧1层,Travel Agency,116.331413,39.748302,zhong qing lv ao you wang,xing hua da jie 3 hao zao yuan bo pu zhong xin 3 hao lou dong ce 1 ceng,huang cun
喇叭沟门满族民俗博物馆,60623729;60623547,怀柔区,喇叭沟门满族乡喇叭沟门村2号,Museum,116.621276,40.901566,la ba gou men man zu min su bo wu guan,la ba gou men man zu xiang la ba gou men cun 2 hao,huai rou qu
京门铁路遗址公园,,门头沟城区,城子大街与九龙路交叉口西北角,City Park,116.098358,39.953999,jing men tie lu yi zhi gong yuan,cheng zi da jie yu jiu long lu jiao cha kou xi bei jiao,men tou gou cheng qu
中国铁道Travel Agency,51840985;51826161,公主坟/万寿路,北蜂窝路20号楼底商,Travel Agency,116.32933,39.900976,zhong guo tie dao T r a v e l   A g e n c y,bei feng wo lu 20 hao lou di shang,gong zhu fen / wan shou lu
奥加美术馆,64153388,三里屯/工体,东直门外大街26号,Art Gallery,116.44809,39.940651,ao jia mei zhu guan,dong zhi men wai da jie 26 hao,san li tun / gong ti
九道湾胡同,,北新桥/簋街,九道湾南巷,Pedestrian Zone,116.419083,39.939777,jiu dao wan hu tong,jiu dao wan nan xiang,bei xin qiao / gui jie
丰泰庵,,后海/什刹海,后海南沿26号,Religion,116.388023,39.939781,feng tai an,hou hai nan yan 26 hao,hou hai / shi cha hai
特色小街,,天坛,前门大街Pedestrian Zone内,Sightseeing District,116.398315,39.891659,te se xiao jie,qian men da jie P e d e s t r i a n   Z o n e nei,tian tan
广顺国际Travel Agency,58047777,望京,望京SOHO塔1-B座8层0811室,Travel Agency,116.480898,39.996918,guang shun guo ji T r a v e l   A g e n c y,wang jing S O H O ta 1 - B zuo 8 ceng 0811 shi,wang jing
亮马河会议中心万黛厅,65906688,亮马桥/三元桥,东三环北路8号亮马河大厦会议中心2楼（近农展馆北路）,Other Attractions/Side Trip,116.463148,39.946078,liang ma he hui yi zhong xin wan dai ting,dong san huan bei lu 8 hao liang ma he da sha hui yi zhong xin 2 lou （ jin nong zhan guan bei lu ）,liang ma qiao / san yuan qiao
幸运旅途,57258020,亦庄,亦庄文化园西路林肯公园6号院8号楼1405室,Travel Agency,116.492762,39.806911,xing yun lv tu,yi zhuang wen hua yuan xi lu lin ken gong yuan 6 hao yuan 8 hao lou 1405 shi,yi zhuang
青少年农业科普馆,,亮马桥/三元桥,东三环北路16号,Science Museum,116.466187,39.937862,qing shao nian nong ye ke pu guan,dong san huan bei lu 16 hao,liang ma qiao / san yuan qiao
雁栖湖,69661696;69661194,雁栖湖,怀北镇雁水路3号,Natural Scenery,116.667138,40.392464,yan qi hu,huai bei zhen yan shui lu 3 hao,yan qi hu
老北京传统商业博物馆,63036830,前门/大栅栏,前门西大街正阳市场3号楼老舍茶馆2层,Museum,116.393394,39.899738,lao bei jing chuan tong shang ye bo wu guan,qian men xi da jie zheng yang shi chang 3 hao lou lao she cha guan 2 ceng,qian men / da zha lan
中国山水Travel Agency,,西单,皮库胡同45号,Travel Agency,116.371625,39.910665,zhong guo shan shui T r a v e l   A g e n c y,pi ku hu tong 45 hao,xi dan
新视野国际Travel Agency,85117900,王府井/东单,东长安街10号g1-g2室,Travel Agency,116.409042,39.907482,xin shi ye guo ji T r a v e l   A g e n c y,dong chang an jie 10 hao g 1 - g 2 shi,wang fu jing / dong dan
王府国旅,58603988,亚运村,四区15号18层,Travel Agency,116.412487,39.989327,wang fu guo lv,si qu 15 hao 18 ceng,ya yun cun
龙潭书院,67187077,左安门,左安门内大街20号,Other Attractions/Side Trip,116.437927,39.877767,long tan shu yuan,zuo an men nei da jie 20 hao,zuo an men
北京高碑店琦檀宇艺术博物馆,139****2744,高碑店,高碑店古家具一条街161号,Museum,116.537671,39.902394,bei jing gao bei dian qi tan yu yi zhu bo wu guan,gao bei dian gu jia ju yi tiao jie 161 hao,gao bei dian
西藏文化博物馆,64935128,亚运村,北四环东路131号,Museum,116.414658,39.989311,xi cang wen hua bo wu guan,bei si huan dong lu 131 hao,ya yun cun
钧天坊古琴艺术中心,89202891,庞各庄,前苑上村西刘路,Art Gallery,116.421959,39.648705,jun tian fang gu qin yi zhu zhong xin,qian yuan shang cun xi liu lu,pang ge zhuang
亚运村全民健身园,133****4863,亚运村,安慧里4区8号楼北侧（近北苑路）,City Park,116.412216,39.992287,ya yun cun quan min jian shen yuan,an hui li 4 qu 8 hao lou bei ce （ jin bei yuan lu ）,ya yun cun
游客服务中心,,香山/植物园,卧佛寺路国家植物园北园内（东南角）,Park/Square,116.215149,39.994709,you ke fu wu zhong xin,wo fo si lu guo jia zhi wu yuan bei yuan nei （ dong nan jiao ）,xiang shan / zhi wu yuan
延庆寺,,魏公村,万寿寺路22号(万寿寺地铁站C东南口步行220米),Religion,116.312202,39.945969,yan qing si,wan shou si lu 22 hao ( wan shou si di tie zhan C dong nan kou bu xing 220 mi ),wei gong cun
小天鹅公园,,公主坟/万寿路,水利医院附近,City Park,116.309273,39.913166,xiao tian e gong yuan,shui li yi yuan fu jin,gong zhu fen / wan shou lu
温泉公园,68824087,海淀区,温泉地区温泉镇政府东西两侧,Park/Square,116.18276,40.049418,wen quan gong yuan,wen quan di qu wen quan zhen zheng fu dong xi liang ce,hai dian qu
中贸国际商务Travel Agency,4000170017,王府井/东单,东华门街道南河沿大街华龙街华龙写字间403室（近南湾子胡同）,Travel Agency,116.4071,39.910745,zhong mao guo ji shang wu T r a v e l   A g e n c y,dong hua men jie dao nan he yan da jie hua long jie hua long xie zi jian 403 shi （ jin nan wan zi hu tong ）,wang fu jing / dong dan
香村浓家,189****7399,石林峡,雕窝村石林峡北700米,Other Attractions/Side Trip,117.253654,40.267162,xiang cun nong jia,diao wo cun shi lin xia bei 700 mi,shi lin xia
北京易游假期Travel Agency有限公司,56296615,左安门,长青园路长青园7号1号楼,Travel Agency,116.424289,39.874189,bei jing yi you jia qi T r a v e l   A g e n c y you xian gong si,chang qing yuan lu chang qing yuan 7 hao 1 hao lou,zuo an men
北山公园,,昌平镇,城北街道中山口路北山,Park/Square,116.240234,40.236839,bei shan gong yuan,cheng bei jie dao zhong shan kou lu bei shan,chang ping zhen
君知雨农业生态园,61780544,昌平镇,南北庄路与南郝庄路交叉口北约180米,Other Attractions/Side Trip,116.209869,40.21608,jun zhi yu nong ye sheng tai yuan,nan bei zhuang lu yu nan hao zhuang lu jiao cha kou bei yue 180 mi,chang ping zhen
ccd300当代艺术与设计中心,64329300,朝阳区,草场地艺术区300号,Art Gallery,116.507759,39.998519,c c d 3 0 0 dang dai yi zhu yu she ji zhong xin,cao chang di yi zhu qu 300 hao,zhao yang qu
七棵树创意园,84316213,东坝,东坝地区半截塔路55号,Creative Industry Center,116.51931,39.967915,qi ke shu chuang yi yuan,dong ba di qu ban jie ta lu 55 hao,dong ba
世纪崇光国际Travel Agency,158****6182,公主坟/万寿路,复兴路63号,Travel Agency,116.290207,39.909008,shi ji chong guang guo ji T r a v e l   A g e n c y,fu xing lu 63 hao,gong zhu fen / wan shou lu
北京青旅,82015953,牡丹园/北太平庄,新街口外大街北京师范大学东北侧约120米,Travel Agency,116.369851,39.966163,bei jing qing lv,xin jie kou wai da jie bei jing shi fan da xue dong bei ce yue 120 mi,mu dan yuan / bei tai ping zhuang
中国民兵武器装备陈列馆,89590788,通州区,焦王庄北口（近陈列馆路）,Exhibition Gallery,116.670265,39.937592,zhong guo min bing wu qi zhuang bei chen lie guan,jiao wang zhuang bei kou （ jin chen lie guan lu ）,tong zhou qu
FOUND MUSEUM,,马泉营,崔各庄乡何各庄村1号地艺术区,Art Gallery,116.494453,40.043655,F O U N D   M U S E U M,cui ge zhuang xiang he ge zhuang cun 1 hao di yi zhu qu,ma quan ying
众信旅游,67791218,劲松/潘家园,劲松三区301号楼底商（劲松桥西南角）,Travel Agency,116.460121,39.884171,zhong xin lv you,jing song san qu 301 hao lou di shang （ jing song qiao xi nan jiao ）,jing song / pan jia yuan
众信旅游,87599306,草桥/公益西桥,马家堡西路26号院2号楼,Travel Agency,116.371483,39.841675,zhong xin lv you,ma jia bao xi lu 26 hao yuan 2 hao lou,cao qiao / gong yi xi qiao
仰山栖隐禅寺,,门头沟区,南樱路樱桃沟村内,Religion,116.050735,40.041805,yang shan qi yin shan si,nan ying lu ying tao gou cun nei,men tou gou qu
